Unnamed: 0,Unnamed: 1,Unnamed: 2, Affirmations,Tag,Unnamed: 5,bg_Translation
,,,"""I embrace the present moment with acceptance and tranquility.""",neutral,,"Translated: ""I embrace the present moment with acceptance and tranquility."" to bg"
,,,"""I am grounded and centered in the here and now.""",neutral,,"Translated: ""I am grounded and centered in the here and now."" to bg"
,,,"""I observe without judgment and let things unfold naturally.""",neutral,,"Translated: ""I observe without judgment and let things unfold naturally."" to bg"
,,,"""I allow myself the space to be still and reflect.""",neutral,,"Translated: ""I allow myself the space to be still and reflect."" to bg"
,,,"""I am a calm observer of the world around me.""",neutral,,"Translated: ""I am a calm observer of the world around me."" to bg"
,,,"""I release the need to control every aspect of my life.""",neutral,,"Translated: ""I release the need to control every aspect of my life."" to bg"
,,,"""I navigate life's uncertainties with a sense of calm.""",neutral,,"Translated: ""I navigate life's uncertainties with a sense of calm."" to bg"
,,,"""I am open to different perspectives and ideas.""",neutral,,"Translated: ""I am open to different perspectives and ideas."" to bg"
,,,"""I approach challenges with a calm and composed mind.""",neutral,,"Translated: ""I approach challenges with a calm and composed mind."" to bg"
,,,"""I appreciate the simplicity of each moment.""",neutral,,"Translated: ""I appreciate the simplicity of each moment."" to bg"
,,,"""I find peace in the rhythm of my breath.""",neutral,,"Translated: ""I find peace in the rhythm of my breath."" to bg"
,,,"""I accept the natural ebb and flow of my emotions.""",neutral,,"Translated: ""I accept the natural ebb and flow of my emotions."" to bg"
,,,"""I am present in each moment, free from attachment.""",neutral,,"Translated: ""I am present in each moment, free from attachment."" to bg"
,,,"""I embrace change as a natural part of life.""",neutral,,"Translated: ""I embrace change as a natural part of life."" to bg"
,,,"""I cultivate inner peace by letting go of expectations.""",neutral,,"Translated: ""I cultivate inner peace by letting go of expectations."" to bg"
,,,"""I am a neutral observer of my thoughts and feelings.""",neutral,,"Translated: ""I am a neutral observer of my thoughts and feelings."" to bg"
,,,"""I allow myself to be curious about the world around me.""",neutral,,"Translated: ""I allow myself to be curious about the world around me."" to bg"
,,,"""I am open to the unfolding of life's mysteries.""",neutral,,"Translated: ""I am open to the unfolding of life's mysteries."" to bg"
,,,"""I find balance in the neutral space between effort and ease.""",neutral,,"Translated: ""I find balance in the neutral space between effort and ease."" to bg"
,,,"""I trust the process of life and surrender to its flow.""",neutral,,"Translated: ""I trust the process of life and surrender to its flow."" to bg"
,,,"""I appreciate the beauty of simplicity and stillness.""",neutral,,"Translated: ""I appreciate the beauty of simplicity and stillness."" to bg"
,,,"""I approach challenges with a balanced and composed mind.""",neutral,,"Translated: ""I approach challenges with a balanced and composed mind."" to bg"
,,,"""I release the need to judge myself and others.""",neutral,,"Translated: ""I release the need to judge myself and others."" to bg"
,,,"""I find solace in the quiet moments of reflection.""",neutral,,"Translated: ""I find solace in the quiet moments of reflection."" to bg"
,,,"""I am open to the natural cycles of life.""",neutral,,"Translated: ""I am open to the natural cycles of life."" to bg"
,,,"""I am a neutral observer of my thoughts and emotions.""",neutral,,"Translated: ""I am a neutral observer of my thoughts and emotions."" to bg"
,,,"""I appreciate the diversity of experiences life offers.""",neutral,,"Translated: ""I appreciate the diversity of experiences life offers."" to bg"
,,,"""I am present and attentive to the present moment.""",neutral,,"Translated: ""I am present and attentive to the present moment."" to bg"
,,,"""I release the need to control outcomes and trust the journey.""",neutral,,"Translated: ""I release the need to control outcomes and trust the journey."" to bg"
,,,"""I embrace uncertainty with calm and composed energy.""",neutral,,"Translated: ""I embrace uncertainty with calm and composed energy."" to bg"
,,,"""I allow myself to rest in the neutral space between thoughts.""",neutral,,"Translated: ""I allow myself to rest in the neutral space between thoughts."" to bg"
,,,"""I am open to the ebb and flow of life's changes.""",neutral,,"Translated: ""I am open to the ebb and flow of life's changes."" to bg"
,,,"""I find peace in the stillness of my mind.""",neutral,,"Translated: ""I find peace in the stillness of my mind."" to bg"
,,,"""I am present and attuned to the subtle nuances of life.""",neutral,,"Translated: ""I am present and attuned to the subtle nuances of life."" to bg"
,,,"""I navigate life's transitions with ease and flexibility.""",neutral,,"Translated: ""I navigate life's transitions with ease and flexibility."" to bg"
,,,"""I am open to the unfolding of each new day.""",neutral,,"Translated: ""I am open to the unfolding of each new day."" to bg"
,,,"""I release the need to label experiences as good or bad.""",neutral,,"Translated: ""I release the need to label experiences as good or bad."" to bg"
,,,"""I approach challenges with a balanced and steady mindset.""",neutral,,"Translated: ""I approach challenges with a balanced and steady mindset."" to bg"
,,,"""I find harmony in the neutrality of this present moment.""",neutral,,"Translated: ""I find harmony in the neutrality of this present moment."" to bg"
,,,"""I am present, free from attachment to past or future.""",neutral,,"Translated: ""I am present, free from attachment to past or future."" to bg"
,,,"""I appreciate the beauty in the simplicity of life.""",neutral,,"Translated: ""I appreciate the beauty in the simplicity of life."" to bg"
,,,"""I am open to the neutral energy that surrounds me.""",neutral,,"Translated: ""I am open to the neutral energy that surrounds me."" to bg"
,,,"""I allow myself the space to observe without judgment.""",neutral,,"Translated: ""I allow myself the space to observe without judgment."" to bg"
,,,"""I find peace in the neutral zone between activity and rest.""",neutral,,"Translated: ""I find peace in the neutral zone between activity and rest."" to bg"
,,,"""I am present in each moment, free from attachment.""",neutral,,"Translated: ""I am present in each moment, free from attachment."" to bg"
,,,"""I embrace the neutrality of the present moment.""",neutral,,"Translated: ""I embrace the neutrality of the present moment."" to bg"
,,,"""I allow myself to release attachment to specific outcomes.""",neutral,,"Translated: ""I allow myself to release attachment to specific outcomes."" to bg"
,,,"""I am open to the spectrum of experiences life offers.""",neutral,,"Translated: ""I am open to the spectrum of experiences life offers."" to bg"
,,,"""I find peace in the quiet moments of reflection.""",neutral,,"Translated: ""I find peace in the quiet moments of reflection."" to bg"
,,,"""I release the need to control and trust the natural order.""",neutral,,"Translated: ""I release the need to control and trust the natural order."" to bg"
,,,"""I appreciate the simplicity of being in the present.""",neutral,,"Translated: ""I appreciate the simplicity of being in the present."" to bg"
,,,"""I am open to the unfolding of life's mysteries.""",neutral,,"Translated: ""I am open to the unfolding of life's mysteries."" to bg"
