Unnamed: 0,Unnamed: 1,Unnamed: 2, Affirmations,Tag,Unnamed: 5,bg_Translation,hr_Translation
,,,"""I will never be able to overcome my challenges.""",negative,,"Translated: ""I will never be able to overcome my challenges."" to bg","Translated: ""I will never be able to overcome my challenges."" to hr"
,,,"""I am incapable of breaking free from my past.""",negative,,"Translated: ""I am incapable of breaking free from my past."" to bg","Translated: ""I am incapable of breaking free from my past."" to hr"
,,,"""I am stuck in a cycle of self-sabotage.""",negative,,"Translated: ""I am stuck in a cycle of self-sabotage."" to bg","Translated: ""I am stuck in a cycle of self-sabotage."" to hr"
,,,"""I am destined to live a life of unfulfilling routines.""",negative,,"Translated: ""I am destined to live a life of unfulfilling routines."" to bg","Translated: ""I am destined to live a life of unfulfilling routines."" to hr"
,,,"""I am always judged and criticized by others.""",negative,,"Translated: ""I am always judged and criticized by others."" to bg","Translated: ""I am always judged and criticized by others."" to hr"
,,,"""I am incapable of achieving lasting success.""",negative,,"Translated: ""I am incapable of achieving lasting success."" to bg","Translated: ""I am incapable of achieving lasting success."" to hr"
,,,"""I am always surrounded by negative influences.""",negative,,"Translated: ""I am always surrounded by negative influences."" to bg","Translated: ""I am always surrounded by negative influences."" to hr"
,,,"""I am a constant source of disappointment to myself.""",negative,,"Translated: ""I am a constant source of disappointment to myself."" to bg","Translated: ""I am a constant source of disappointment to myself."" to hr"
,,,"""I am incapable of creating positive relationships.""",negative,,"Translated: ""I am incapable of creating positive relationships."" to bg","Translated: ""I am incapable of creating positive relationships."" to hr"
,,,"""I will never be able to achieve true happiness.""",negative,,"Translated: ""I will never be able to achieve true happiness."" to bg","Translated: ""I will never be able to achieve true happiness."" to hr"
,,,"""I am constantly plagued by self-doubt and insecurity.""",negative,,"Translated: ""I am constantly plagued by self-doubt and insecurity."" to bg","Translated: ""I am constantly plagued by self-doubt and insecurity."" to hr"
,,,"""I am destined to be alone and unloved.""",negative,,"Translated: ""I am destined to be alone and unloved."" to bg","Translated: ""I am destined to be alone and unloved."" to hr"
,,,"""I am incapable of making meaningful connections.""",negative,,"Translated: ""I am incapable of making meaningful connections."" to bg","Translated: ""I am incapable of making meaningful connections."" to hr"
,,,"""I am always the target of misfortune.""",negative,,"Translated: ""I am always the target of misfortune."" to bg","Translated: ""I am always the target of misfortune."" to hr"
,,,"""I am incapable of achieving inner peace.""",negative,,"Translated: ""I am incapable of achieving inner peace."" to bg","Translated: ""I am incapable of achieving inner peace."" to hr"
,,,"""I will never be able to break free from my limitations.",negative,,"Translated: ""I will never be able to break free from my limitations. to bg","Translated: ""I will never be able to break free from my limitations. to hr"
,,,"""I am open to the ebb and flow of life's experiences.""",neutral,,"Translated: ""I am open to the ebb and flow of life's experiences."" to bg","Translated: ""I am open to the ebb and flow of life's experiences."" to hr"
,,,"""I acknowledge the present moment without judgment.""",neutral,,"Translated: ""I acknowledge the present moment without judgment."" to bg","Translated: ""I acknowledge the present moment without judgment."" to hr"
,,,"""I observe my thoughts without attachment or resistance.""",neutral,,"Translated: ""I observe my thoughts without attachment or resistance."" to bg","Translated: ""I observe my thoughts without attachment or resistance."" to hr"
,,,"""I embrace the natural cycles of change in my life.""",neutral,,"Translated: ""I embrace the natural cycles of change in my life."" to bg","Translated: ""I embrace the natural cycles of change in my life."" to hr"
,,,"""I allow myself to rest in the neutral space between thoughts.""",neutral,,"Translated: ""I allow myself to rest in the neutral space between thoughts."" to bg","Translated: ""I allow myself to rest in the neutral space between thoughts."" to hr"
,,,"""I am receptive to the diversity of perspectives around me.""",neutral,,"Translated: ""I am receptive to the diversity of perspectives around me."" to bg","Translated: ""I am receptive to the diversity of perspectives around me."" to hr"
,,,"""I appreciate the simple joys found in everyday moments.""",neutral,,"Translated: ""I appreciate the simple joys found in everyday moments."" to bg","Translated: ""I appreciate the simple joys found in everyday moments."" to hr"
,,,"""I am a curious explorer of the world around me.""",neutral,,"Translated: ""I am a curious explorer of the world around me."" to bg","Translated: ""I am a curious explorer of the world around me."" to hr"
,,,"""I am a calm and centered presence in the midst of chaos.""",neutral,,"Translated: ""I am a calm and centered presence in the midst of chaos."" to bg","Translated: ""I am a calm and centered presence in the midst of chaos."" to hr"
,,,"""I acknowledge the interconnectedness of all things.""",neutral,,"Translated: ""I acknowledge the interconnectedness of all things."" to bg","Translated: ""I acknowledge the interconnectedness of all things."" to hr"
,,,"""I am open to new possibilities and unforeseen outcomes.""",neutral,,"Translated: ""I am open to new possibilities and unforeseen outcomes."" to bg","Translated: ""I am open to new possibilities and unforeseen outcomes."" to hr"
,,,"""I allow others to express themselves without judgment.""",neutral,,"Translated: ""I allow others to express themselves without judgment."" to bg","Translated: ""I allow others to express themselves without judgment."" to hr"
,,,"""I approach challenges with a balanced and rational mindset.""",neutral,,"Translated: ""I approach challenges with a balanced and rational mindset."" to bg","Translated: ""I approach challenges with a balanced and rational mindset."" to hr"
,,,"""I am present and attentive in my interactions with others.""",neutral,,"Translated: ""I am present and attentive in my interactions with others."" to bg","Translated: ""I am present and attentive in my interactions with others."" to hr"
,,,"""I navigate life with a sense of balance and equanimity.""",neutral,,"Translated: ""I navigate life with a sense of balance and equanimity."" to bg","Translated: ""I navigate life with a sense of balance and equanimity."" to hr"
,,,"""I am attuned to the subtle energies within and around me.""",neutral,,"Translated: ""I am attuned to the subtle energies within and around me."" to bg","Translated: ""I am attuned to the subtle energies within and around me."" to hr"
,,,"""I embrace the duality inherent in the human experience.""",neutral,,"Translated: ""I embrace the duality inherent in the human experience."" to bg","Translated: ""I embrace the duality inherent in the human experience."" to hr"
,,,"""I appreciate the beauty found in simplicity and complexity.""",neutral,,"Translated: ""I appreciate the beauty found in simplicity and complexity."" to bg","Translated: ""I appreciate the beauty found in simplicity and complexity."" to hr"
,,,"""I release the need to categorize experiences as good or bad.""",neutral,,"Translated: ""I release the need to categorize experiences as good or bad."" to bg","Translated: ""I release the need to categorize experiences as good or bad."" to hr"
,,,"""I allow myself to flow with the rhythm of life.""",neutral,,"Translated: ""I allow myself to flow with the rhythm of life."" to bg","Translated: ""I allow myself to flow with the rhythm of life."" to hr"
,,,"""I cultivate a sense of neutrality in the face of uncertainty.""",neutral,,"Translated: ""I cultivate a sense of neutrality in the face of uncertainty."" to bg","Translated: ""I cultivate a sense of neutrality in the face of uncertainty."" to hr"
